Row_ID,Order_ID,Date_Key,Contact_Name,Country,City,Region,Subregion,Customer,Customer_ID,Order_Date
4829.0,EMEA-2020-152562,20201101.0,Keith Coleman,Ireland,Cork,EMEA,UKIR,Exxon Mobil,1034,2020-11-01
4828.0,EMEA-2020-152562,20201101.0,Keith Coleman,Ireland,Cork,EMEA,UKIR,Exxon Mobil,1034,2020-11-01
4214.0,EMEA-2020-166457,20200505.0,Theresa McLean,Ireland,Cork,EMEA,UKIR,Humana,1049,2020-05-05
4095.0,EMEA-2021-102491,20210824.0,Wanda Simpson,Ireland,Cork,EMEA,UKIR,Marathon Petroleum,1061,2021-08-24
4094.0,EMEA-2021-102491,20210824.0,Wanda Simpson,Ireland,Cork,EMEA,UKIR,Marathon Petroleum,1061,2021-08-24
4096.0,EMEA-2021-102491,20210824.0,Wanda Simpson,Ireland,Cork,EMEA,UKIR,Marathon Petroleum,1061,2021-08-24
8515.0,EMEA-2021-122168,20210821.0,Ruth Vaughan,Ireland,Cork,EMEA,UKIR,Ford Motor,1009,2021-08-21
8516.0,EMEA-2021-122168,20210821.0,Ruth Vaughan,Ireland,Cork,EMEA,UKIR,Ford Motor,1009,2021-08-21
5754.0,EMEA-2022-118514,20220203.0,Jan White,Ireland,Cork,EMEA,UKIR,Lukoil,1044,2022-02-03
5424.0,EMEA-2023-103009,20231104.0,Christian Lyman,Ireland,Cork,EMEA,UKIR,Phillips 66,1056,2023-11-04
830.0,EMEA-2023-129462,20230617.0,Anne Lee,Ireland,Cork,EMEA,UKIR,Oracle,1072,2023-06-17
832.0,EMEA-2023-129462,20230617.0,Anne Lee,Ireland,Cork,EMEA,UKIR,Oracle,1072,2023-06-17
831.0,EMEA-2023-129462,20230617.0,Anne Lee,Ireland,Cork,EMEA,UKIR,Oracle,1072,2023-06-17
833.0,EMEA-2023-129462,20230617.0,Anne Lee,Ireland,Cork,EMEA,UKIR,Oracle,1072,2023-06-17
9961.0,EMEA-2023-141446,20230917.0,Stephanie Kelly,Ireland,Cork,EMEA,UKIR,State Farm Insurance Cos.,1082,2023-09-17
4364.0,EMEA-2023-111332,20230521.0,Claire Springer,Qatar,Doha,EMEA,MEA,Airbus,1030,2023-05-21
4366.0,EMEA-2023-111332,20230521.0,Claire Springer,Qatar,Doha,EMEA,MEA,Airbus,1030,2023-05-21
4367.0,EMEA-2023-111332,20230521.0,Claire Springer,Qatar,Doha,EMEA,MEA,Airbus,1030,2023-05-21
4365.0,EMEA-2023-111332,20230521.0,Claire Springer,Qatar,Doha,EMEA,MEA,Airbus,1030,2023-05-21
4363.0,EMEA-2023-111332,20230521.0,Claire Springer,Qatar,Doha,EMEA,MEA,Airbus,1030,2023-05-21
7485.0,EMEA-2023-135111,20231229.0,Bernadette Nolan,Qatar,Doha,EMEA,MEA,Royal Dutch Shell,1031,2023-12-29
7486.0,EMEA-2023-135111,20231229.0,Bernadette Nolan,Qatar,Doha,EMEA,MEA,Royal Dutch Shell,1031,2023-12-29
5005.0,EMEA-2020-156006,20200430.0,Ava Oliver,Ukraine,Kyiv,EMEA,EU-EAST,Sysco,1084,2020-04-30
687.0,EMEA-2020-157784,20200705.0,Joan Dickens,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,2020-07-05
688.0,EMEA-2020-157784,20200705.0,Joan Dickens,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,2020-07-05
686.0,EMEA-2020-157784,20200705.0,Joan Dickens,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,2020-07-05
7432.0,EMEA-2020-164763,20200317.0,Charles Ross,Ukraine,Kyiv,EMEA,EU-EAST,Mondelez International,1067,2020-03-17
7428.0,EMEA-2020-164763,20200317.0,Charles Ross,Ukraine,Kyiv,EMEA,EU-EAST,Mondelez International,1067,2020-03-17
7431.0,EMEA-2020-164763,20200317.0,Charles Ross,Ukraine,Kyiv,EMEA,EU-EAST,Mondelez International,1067,2020-03-17
7430.0,EMEA-2020-164763,20200317.0,Charles Ross,Ukraine,Kyiv,EMEA,EU-EAST,Mondelez International,1067,2020-03-17
7429.0,EMEA-2020-164763,20200317.0,Charles Ross,Ukraine,Kyiv,EMEA,EU-EAST,Mondelez International,1067,2020-03-17
7979.0,EMEA-2020-166051,20200531.0,Kimberly Harris,Ukraine,Kyiv,EMEA,EU-EAST,Intel,1051,2020-05-31
7978.0,EMEA-2020-166051,20200531.0,Kimberly Harris,Ukraine,Kyiv,EMEA,EU-EAST,Intel,1051,2020-05-31
5557.0,EMEA-2021-125066,20211214.0,William May,Ukraine,Kyiv,EMEA,EU-EAST,AT&T,1010,2021-12-14
5558.0,EMEA-2021-125066,20211214.0,William May,Ukraine,Kyiv,EMEA,EU-EAST,AT&T,1010,2021-12-14
3580.0,EMEA-2022-104157,20220726.0,Jan Hardacre,Ukraine,Kyiv,EMEA,EU-EAST,News Corp.,1071,2022-07-26
3579.0,EMEA-2022-104157,20220726.0,Jan Hardacre,Ukraine,Kyiv,EMEA,EU-EAST,News Corp.,1071,2022-07-26
3581.0,EMEA-2022-104157,20220726.0,Jan Hardacre,Ukraine,Kyiv,EMEA,EU-EAST,News Corp.,1071,2022-07-26
853.0,EMEA-2022-113747,20220529.0,Carolyn Murray,Ukraine,Kyiv,EMEA,EU-EAST,United Parcel Service,1090,2022-05-29
9169.0,EMEA-2022-140571,20220316.0,Liam Young,Ukraine,Kyiv,EMEA,EU-EAST,FedEx,1036,2022-03-16
9170.0,EMEA-2022-140571,20220316.0,Liam Young,Ukraine,Kyiv,EMEA,EU-EAST,FedEx,1036,2022-03-16
3469.0,EMEA-2022-146143,20221215.0,Joan Dickens,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,2022-12-15
8172.0,EMEA-2022-146150,20220214.0,Elizabeth Hughes,Ukraine,Kyiv,EMEA,EU-EAST,Enel,1013,2022-02-14
2097.0,EMEA-2022-146570,20220516.0,Jasmine Metcalfe,Ukraine,Kyiv,EMEA,EU-EAST,Banco Santander,1101,2022-05-16
2098.0,EMEA-2022-146570,20220516.0,Jasmine Metcalfe,Ukraine,Kyiv,EMEA,EU-EAST,Banco Santander,1101,2022-05-16
2096.0,EMEA-2022-146570,20220516.0,Jasmine Metcalfe,Ukraine,Kyiv,EMEA,EU-EAST,Banco Santander,1101,2022-05-16
3722.0,EMEA-2022-151155,20221221.0,Nathan Marshall,Ukraine,Kyiv,EMEA,EU-EAST,Royal Dutch Shell,1031,2022-12-21
3721.0,EMEA-2022-151155,20221221.0,Nathan Marshall,Ukraine,Kyiv,EMEA,EU-EAST,Royal Dutch Shell,1031,2022-12-21
3516.0,EMEA-2022-168536,20221221.0,Bella Morgan,Ukraine,Kyiv,EMEA,EU-EAST,Johnson & Johnson,1055,2022-12-21
3196.0,EMEA-2022-169026,20220809.0,Harry Buckland,Ukraine,Kyiv,EMEA,EU-EAST,News Corp.,1071,2022-08-09
956.0,EMEA-2023-119305,20231201.0,Luke Davidson,Ukraine,Kyiv,EMEA,EU-EAST,Ford Motor,1009,2023-12-01
9612.0,EMEA-2023-144365,20231025.0,Colin Morgan,Ukraine,Kyiv,EMEA,EU-EAST,Boeing,1014,2023-10-25
3527.0,EMEA-2023-148922,20231211.0,Molly Watson,Ukraine,Kyiv,EMEA,EU-EAST,Philip Morris International,1075,2023-12-11
3526.0,EMEA-2023-148922,20231211.0,Molly Watson,Ukraine,Kyiv,EMEA,EU-EAST,Philip Morris International,1075,2023-12-11
3528.0,EMEA-2023-148922,20231211.0,Molly Watson,Ukraine,Kyiv,EMEA,EU-EAST,Philip Morris International,1075,2023-12-11
425.0,EMEA-2023-155705,20230822.0,Sean Rees,Ukraine,Kyiv,EMEA,EU-EAST,Walgreens,1095,2023-08-22
4023.0,EMEA-2020-154963,20200622.0,Jane Manning,France,Lyon,EMEA,EU-WEST,United Parcel Service,1090,2020-06-22
4022.0,EMEA-2020-154963,20200622.0,Jane Manning,France,Lyon,EMEA,EU-WEST,United Parcel Service,1090,2020-06-22
4021.0,EMEA-2020-154963,20200622.0,Jane Manning,France,Lyon,EMEA,EU-WEST,United Parcel Service,1090,2020-06-22
5955.0,EMEA-2020-155796,20201111.0,Joanne Forsyth,France,Lyon,EMEA,EU-WEST,PepsiCo,1073,2020-11-11
5956.0,EMEA-2020-155796,20201111.0,Joanne Forsyth,France,Lyon,EMEA,EU-WEST,PepsiCo,1073,2020-11-11
3793.0,EMEA-2021-111325,20210227.0,Alison Coleman,France,Lyon,EMEA,EU-WEST,Philip Morris International,1075,2021-02-27
3792.0,EMEA-2021-111325,20210227.0,Alison Coleman,France,Lyon,EMEA,EU-WEST,Philip Morris International,1075,2021-02-27
696.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
700.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
698.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
701.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
699.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
695.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
697.0,EMEA-2021-119291,20210514.0,Stewart May,France,Lyon,EMEA,EU-WEST,Siemens,1043,2021-05-14
1922.0,EMEA-2021-125178,20211003.0,Jonathan Clark,France,Lyon,EMEA,EU-WEST,Allstate,1003,2021-10-03
8430.0,EMEA-2022-118129,20221220.0,Alexandra Dyer,France,Lyon,EMEA,EU-WEST,Walmart,1096,2022-12-20
7087.0,EMEA-2023-112004,20230926.0,Diana Taylor,France,Lyon,EMEA,EU-WEST,Kroger,1057,2023-09-26
7086.0,EMEA-2023-112004,20230926.0,Diana Taylor,France,Lyon,EMEA,EU-WEST,Kroger,1057,2023-09-26
8825.0,EMEA-2023-117156,20230322.0,Nicola Howard,France,Lyon,EMEA,EU-WEST,Aviva,1006,2023-03-22
1256.0,EMEA-2023-144638,20230311.0,Boris Springer,France,Lyon,EMEA,EU-WEST,Sprint Nextel,1081,2023-03-11
1257.0,EMEA-2023-144638,20230311.0,Boris Springer,France,Lyon,EMEA,EU-WEST,Sprint Nextel,1081,2023-03-11
1254.0,EMEA-2023-144638,20230311.0,Boris Springer,France,Lyon,EMEA,EU-WEST,Sprint Nextel,1081,2023-03-11
1255.0,EMEA-2023-144638,20230311.0,Boris Springer,France,Lyon,EMEA,EU-WEST,Sprint Nextel,1081,2023-03-11
869.0,EMEA-2020-136742,20200406.0,Sebastian Robertson,France,Nice,EMEA,EU-WEST,News Corp.,1071,2020-04-06
3991.0,EMEA-2020-137589,20201103.0,Leonard Dyer,France,Nice,EMEA,EU-WEST,Ford Motor,1009,2020-11-03
2205.0,EMEA-2021-128860,20210629.0,Natalie Sanderson,France,Nice,EMEA,EU-WEST,Aetna,1002,2021-06-29
9192.0,EMEA-2021-130512,20210821.0,Diane Murray,France,Nice,EMEA,EU-WEST,Anthem,1029,2021-08-21
9189.0,EMEA-2021-130512,20210821.0,Diane Murray,France,Nice,EMEA,EU-WEST,Anthem,1029,2021-08-21
9190.0,EMEA-2021-130512,20210821.0,Diane Murray,France,Nice,EMEA,EU-WEST,Anthem,1029,2021-08-21
9191.0,EMEA-2021-130512,20210821.0,Diane Murray,France,Nice,EMEA,EU-WEST,Anthem,1029,2021-08-21
9188.0,EMEA-2021-130512,20210821.0,Diane Murray,France,Nice,EMEA,EU-WEST,Anthem,1029,2021-08-21
7562.0,EMEA-2022-105746,20221231.0,Alan White,France,Nice,EMEA,EU-WEST,Amazon,1004,2022-12-31
1527.0,EMEA-2022-122392,20220723.0,Blake Fraser,France,Nice,EMEA,EU-WEST,UnitedHealth Group,1092,2022-07-23
1528.0,EMEA-2022-122392,20220723.0,Blake Fraser,France,Nice,EMEA,EU-WEST,UnitedHealth Group,1092,2022-07-23
7333.0,EMEA-2023-115119,20231027.0,Carol Greene,France,Nice,EMEA,EU-WEST,Boeing,1014,2023-10-27
7332.0,EMEA-2023-115119,20231027.0,Carol Greene,France,Nice,EMEA,EU-WEST,Boeing,1014,2023-10-27
4870.0,EMEA-2023-131366,20231125.0,Carol Greene,France,Nice,EMEA,EU-WEST,Boeing,1014,2023-11-25
4871.0,EMEA-2023-131366,20231125.0,Carol Greene,France,Nice,EMEA,EU-WEST,Boeing,1014,2023-11-25
4689.0,EMEA-2023-154851,20230331.0,Rachel Blake,France,Nice,EMEA,EU-WEST,Humana,1049,2023-03-31
9720.0,EMEA-2023-166835,20231113.0,Paul Harris,France,Nice,EMEA,EU-WEST,PepsiCo,1073,2023-11-13
3990.0,EMEA-2020-122588,20201125.0,Sophie Murray,Norway,Oslo,EMEA,NOR,Alphabet,1053,2020-11-25
7680.0,EMEA-2020-133592,20201231.0,Sue Parsons,Norway,Oslo,EMEA,NOR,Walt Disney,1097,2020-12-31
7682.0,EMEA-2020-133592,20201231.0,Sue Parsons,Norway,Oslo,EMEA,NOR,Walt Disney,1097,2020-12-31
7681.0,EMEA-2020-133592,20201231.0,Sue Parsons,Norway,Oslo,EMEA,NOR,Walt Disney,1097,2020-12-31
7679.0,EMEA-2020-133592,20201231.0,Sue Parsons,Norway,Oslo,EMEA,NOR,Walt Disney,1097,2020-12-31
7678.0,EMEA-2020-133592,20201231.0,Sue Parsons,Norway,Oslo,EMEA,NOR,Walt Disney,1097,2020-12-31
4205.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4208.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4204.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4206.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4209.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4210.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4207.0,EMEA-2020-145387,20201031.0,Joanne Blake,Norway,Oslo,EMEA,NOR,PepsiCo,1073,2020-10-31
4540.0,EMEA-2021-104129,20210227.0,Sophie Lewis,Norway,Oslo,EMEA,NOR,Samsung Electronics,1015,2021-02-27
4541.0,EMEA-2021-104129,20210227.0,Sophie Lewis,Norway,Oslo,EMEA,NOR,Samsung Electronics,1015,2021-02-27
5093.0,EMEA-2021-119102,20210523.0,Zoe Avery,Norway,Oslo,EMEA,NOR,Apple,1008,2021-05-23
4970.0,EMEA-2021-122406,20210802.0,Edward Hardacre,Norway,Oslo,EMEA,NOR,Trafigura Group,1100,2021-08-02
4969.0,EMEA-2021-122406,20210802.0,Edward Hardacre,Norway,Oslo,EMEA,NOR,Trafigura Group,1100,2021-08-02
4967.0,EMEA-2021-122406,20210802.0,Edward Hardacre,Norway,Oslo,EMEA,NOR,Trafigura Group,1100,2021-08-02
4968.0,EMEA-2021-122406,20210802.0,Edward Hardacre,Norway,Oslo,EMEA,NOR,Trafigura Group,1100,2021-08-02
1286.0,EMEA-2022-119445,20220627.0,Jonathan Brown,Norway,Oslo,EMEA,NOR,Oracle,1072,2022-06-27
7668.0,EMEA-2022-140158,20221005.0,Julian Short,Norway,Oslo,EMEA,NOR,Glencore,1083,2022-10-05
7667.0,EMEA-2022-140158,20221005.0,Julian Short,Norway,Oslo,EMEA,NOR,Glencore,1083,2022-10-05
7666.0,EMEA-2022-140158,20221005.0,Julian Short,Norway,Oslo,EMEA,NOR,Glencore,1083,2022-10-05
7604.0,EMEA-2022-152520,20220709.0,Lily Hardacre,Norway,Oslo,EMEA,NOR,Oracle,1072,2022-07-09
7166.0,EMEA-2022-158610,20220920.0,Carolyn Ross,Norway,Oslo,EMEA,NOR,Airbus,1030,2022-09-20
6468.0,EMEA-2022-163804,20221203.0,Audrey Young,Norway,Oslo,EMEA,NOR,Kroger,1057,2022-12-03
6470.0,EMEA-2022-163804,20221203.0,Audrey Young,Norway,Oslo,EMEA,NOR,Kroger,1057,2022-12-03
6469.0,EMEA-2022-163804,20221203.0,Audrey Young,Norway,Oslo,EMEA,NOR,Kroger,1057,2022-12-03
2024.0,EMEA-2022-168354,20220920.0,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,2022-09-20
2023.0,EMEA-2022-168354,20220920.0,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,2022-09-20
2021.0,EMEA-2022-168354,20220920.0,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,2022-09-20
2022.0,EMEA-2022-168354,20220920.0,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,2022-09-20
5183.0,EMEA-2023-108749,20230913.0,Fiona Allan,Norway,Oslo,EMEA,NOR,Ford Motor,1009,2023-09-13
5182.0,EMEA-2023-108749,20230913.0,Fiona Allan,Norway,Oslo,EMEA,NOR,Ford Motor,1009,2023-09-13
3103.0,EMEA-2023-119578,20231223.0,Jessica Hughes,Norway,Oslo,EMEA,NOR,UnitedHealth Group,1092,2023-12-23
3102.0,EMEA-2023-119578,20231223.0,Jessica Hughes,Norway,Oslo,EMEA,NOR,UnitedHealth Group,1092,2023-12-23
1440.0,EMEA-2023-122735,20230413.0,Zoe Ferguson,Norway,Oslo,EMEA,NOR,Cigna,1038,2023-04-13
1441.0,EMEA-2023-122735,20230413.0,Zoe Ferguson,Norway,Oslo,EMEA,NOR,Cigna,1038,2023-04-13
8449.0,EMEA-2023-125451,20231024.0,Diana Taylor,Norway,Oslo,EMEA,NOR,Kroger,1057,2023-10-24
8450.0,EMEA-2023-125451,20231024.0,Diana Taylor,Norway,Oslo,EMEA,NOR,Kroger,1057,2023-10-24
8448.0,EMEA-2023-125451,20231024.0,Diana Taylor,Norway,Oslo,EMEA,NOR,Kroger,1057,2023-10-24
8447.0,EMEA-2023-125451,20231024.0,Diana Taylor,Norway,Oslo,EMEA,NOR,Kroger,1057,2023-10-24
8446.0,EMEA-2023-125451,20231024.0,Diana Taylor,Norway,Oslo,EMEA,NOR,Kroger,1057,2023-10-24
8451.0,EMEA-2023-125451,20231024.0,Diana Taylor,Norway,Oslo,EMEA,NOR,Kroger,1057,2023-10-24
6024.0,EMEA-2023-128832,20230425.0,Eric Mills,Norway,Oslo,EMEA,NOR,Marathon Petroleum,1061,2023-04-25
9937.0,EMEA-2023-132955,20230625.0,Jake Mackenzie,Norway,Oslo,EMEA,NOR,Glencore,1083,2023-06-25
5888.0,EMEA-2023-151596,20231009.0,Trevor Metcalfe,Norway,Oslo,EMEA,NOR,Nissan Motor,1098,2023-10-09
7821.0,EMEA-2023-152436,20231209.0,Una Knox,Norway,Oslo,EMEA,NOR,Pemex,1058,2023-12-09
9539.0,EMEA-2023-169488,20230908.0,Irene Clark,Norway,Oslo,EMEA,NOR,Comcast,1022,2023-09-08
9540.0,EMEA-2023-169488,20230908.0,Irene Clark,Norway,Oslo,EMEA,NOR,Comcast,1022,2023-09-08
9285.0,EMEA-2020-161032,20201118.0,Julian Nash,Italy,Rome,EMEA,EU,Amazon,1004,2020-11-18
6851.0,EMEA-2022-100461,20220108.0,Keith Coleman,Italy,Rome,EMEA,EU,Exxon Mobil,1034,2022-01-08
6852.0,EMEA-2022-100461,20220108.0,Keith Coleman,Italy,Rome,EMEA,EU,Exxon Mobil,1034,2022-01-08
151.0,EMEA-2022-114489,20221206.0,Joseph Duncan,Italy,Rome,EMEA,EU,Walmart,1096,2022-12-06
148.0,EMEA-2022-114489,20221206.0,Joseph Duncan,Italy,Rome,EMEA,EU,Walmart,1096,2022-12-06
149.0,EMEA-2022-114489,20221206.0,Joseph Duncan,Italy,Rome,EMEA,EU,Walmart,1096,2022-12-06
150.0,EMEA-2022-114489,20221206.0,Joseph Duncan,Italy,Rome,EMEA,EU,Walmart,1096,2022-12-06
6695.0,EMEA-2022-163538,20220827.0,Sam Gill,Italy,Rome,EMEA,EU,Safeway,1079,2022-08-27
6683.0,EMEA-2023-154466,20230102.0,Rose Dyer,Italy,Rome,EMEA,EU,Apple,1008,2023-01-02
8221.0,APJ-2020-120775,20201003.0,Dominic Burgess,Japan,Aichi,APJ,JAPN,Petrobras,1018,2020-10-03
8220.0,APJ-2020-120775,20201003.0,Dominic Burgess,Japan,Aichi,APJ,JAPN,Petrobras,1018,2020-10-03
8222.0,APJ-2020-120775,20201003.0,Dominic Burgess,Japan,Aichi,APJ,JAPN,Petrobras,1018,2020-10-03
8218.0,APJ-2020-120775,20201003.0,Dominic Burgess,Japan,Aichi,APJ,JAPN,Petrobras,1018,2020-10-03
8219.0,APJ-2020-120775,20201003.0,Dominic Burgess,Japan,Aichi,APJ,JAPN,Petrobras,1018,2020-10-03
1333.0,APJ-2020-122567,20200217.0,Gabrielle Russell,Japan,Aichi,APJ,JAPN,Engie,1062,2020-02-17
1334.0,APJ-2020-122567,20200217.0,Gabrielle Russell,Japan,Aichi,APJ,JAPN,Engie,1062,2020-02-17
8025.0,APJ-2020-129189,20200721.0,Paul Martin,Japan,Aichi,APJ,JAPN,BNP Paribas,1065,2020-07-21
8023.0,APJ-2020-129189,20200721.0,Paul Martin,Japan,Aichi,APJ,JAPN,BNP Paribas,1065,2020-07-21
8022.0,APJ-2020-129189,20200721.0,Paul Martin,Japan,Aichi,APJ,JAPN,BNP Paribas,1065,2020-07-21
8024.0,APJ-2020-129189,20200721.0,Paul Martin,Japan,Aichi,APJ,JAPN,BNP Paribas,1065,2020-07-21
3827.0,APJ-2020-132801,20201007.0,Alexander James,Japan,Aichi,APJ,JAPN,Daimler,1052,2020-10-07
9833.0,APJ-2020-133963,20200518.0,Julian Morrison,Japan,Aichi,APJ,JAPN,FedEx,1036,2020-05-18
3295.0,APJ-2020-138023,20200815.0,Kimberly Newman,Japan,Aichi,APJ,JAPN,Amazon,1004,2020-08-15
3077.0,APJ-2020-143903,20200720.0,Sue Parsons,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2020-07-20
3078.0,APJ-2020-143903,20200720.0,Sue Parsons,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2020-07-20
3076.0,APJ-2020-143903,20200720.0,Sue Parsons,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2020-07-20
5103.0,APJ-2020-158442,20200317.0,Evan Jackson,Japan,Aichi,APJ,JAPN,Allianz,1080,2020-03-17
5101.0,APJ-2020-158442,20200317.0,Evan Jackson,Japan,Aichi,APJ,JAPN,Allianz,1080,2020-03-17
5102.0,APJ-2020-158442,20200317.0,Evan Jackson,Japan,Aichi,APJ,JAPN,Allianz,1080,2020-03-17
3367.0,APJ-2020-165379,20200709.0,Peter Ellison,Japan,Aichi,APJ,JAPN,Volkswagen,1046,2020-07-09
3368.0,APJ-2020-165379,20200709.0,Peter Ellison,Japan,Aichi,APJ,JAPN,Volkswagen,1046,2020-07-09
5344.0,APJ-2020-168501,20201121.0,Sophie Hill,Japan,Aichi,APJ,JAPN,Exxon Mobil,1034,2020-11-21
5343.0,APJ-2020-168501,20201121.0,Sophie Hill,Japan,Aichi,APJ,JAPN,Exxon Mobil,1034,2020-11-21
212.0,APJ-2021-101007,20210209.0,Irene Smith,Japan,Aichi,APJ,JAPN,Toyota Motor,1087,2021-02-09
5856.0,APJ-2021-112214,20210805.0,Nicholas Paterson,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2021-08-05
5855.0,APJ-2021-112214,20210805.0,Nicholas Paterson,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2021-08-05
5857.0,APJ-2021-112214,20210805.0,Nicholas Paterson,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2021-08-05
5858.0,APJ-2021-112214,20210805.0,Nicholas Paterson,Japan,Aichi,APJ,JAPN,Walt Disney,1097,2021-08-05
7907.0,APJ-2021-118766,20211015.0,Victor Short,Japan,Aichi,APJ,JAPN,Prudential Financial,1078,2021-10-15
7906.0,APJ-2021-118766,20211015.0,Victor Short,Japan,Aichi,APJ,JAPN,Prudential Financial,1078,2021-10-15
2769.0,APJ-2021-122140,20210402.0,Claire Vance,Japan,Aichi,APJ,JAPN,Marathon Petroleum,1061,2021-04-02
2771.0,APJ-2021-122140,20210402.0,Claire Vance,Japan,Aichi,APJ,JAPN,Marathon Petroleum,1061,2021-04-02
